ER	na	na	na	na	na	na	na	+	+	-	+	-	-	-	+	-	-	-	-	-	-	-	+	+	-	+	-	-	-	-	-	-	+	+	+	-	+	+
ENSG00000198863 + G19365 RUNDC1 ENSG00000198863 146923 146923 146923 7.06137933040364 7.81067630873943 5.58159365195037 7.44804450031159 6.2543259289562 5.68054786084478 5.38120254698142 6.86633673518409 5.81662845214945 6.5219028440122 6.47130885821816 6.45313065627225 6.52028140678667 6.31416330449807 5.90572471129664 6.61614887151185 6.91980282884006 6.65494478553832 6.88914423638961 6.25995616717876 5.9614466798321 5.63924259871049 6.45351776363978 6.02650804548046 6.50989177970619 6.65018334724682 7.10652010411648 6.46809474003608 6.91780714765268 6.84265804809701 7.28484304792096
ENSG00000198944 + G19421 ANKRD43 ENSG00000198944 134548 NA 134548 3.6806838560397 5.99512415575459 0.149146188334116 8.08282557083073 3.92831672134932 0.246701944117571 0.394248872187288 4.02663781515434 2.72591486478326 0.341202947901452 1.44850023160607 1.90124353361601 0 2.01139430033617 0.325381392966955 1.38126242801957 1.46270442660107 0.0735163368136136 2.73402267148614 0.684463472319772 0 1.93123022715256 0.473197937987298 0.58702566526421 0 0.737395709619617 6.73097485123764 7.70229502805943 0.469886006482518 2.46121096557334 2.40807593252512
ENSG00000091831 + G1978 ESR1 ENSG00000091831 2099 2099 2099 5.78848641592656 8.04332264658125 0.127535055855086 7.50776933076412 0.190887551646717 1.17621769599362 0.180584243383351 6.30115454241716 0.800530807561962 2.75589744374612 4.04155909712763 2.38662582418789 1.7118314878725 2.30558922832891 1.14137013075931 8.26377043839916 3.03502113636212 0.633247147556139 6.37215151846074 0.228644285808491 0 1.07275441509279 0.935793565033244 2.26267449007223 3.48540487858804 3.76129088866876 8.21767602376323 6.73281604007932 2.2837786788951 7.41311542861879 6.62486313800546
ENSG00000204276 - G21825 HLA-DQA2 ENSG00000204276 3118 3118 3118 3.42436682327704 3.04825337704427 0 3.56267234051187 0 0.806775848050997 0.814127014442151 0.784203955005431 0 0 0 0.505121350990164 0 0 0.173644501238164 0 1.64465030351104 0 4.18246739404237 0 0 0 0.12064650583157 0 0 1.51004493777086 3.48579439438015 2.17588989344696 0 2.98680330857602 1.02849888692326
ENSG00000205913 + G22603 AC092117.4 ENSG00000205913 100128788 NA 100128788 1.6588382957323 2.82006531256581 0.212500099157252 2.1551119132314 1.88538961034668 2.00692540594376 1.23684192981389 3.31172195126137 1.44296462454991 0.610159280357672 0.592367539726392 1.33866630172959 0.895050905324798 0.711369029166123 0.804959995344546 2.57406720252539 2.09496053322897 0.600864466927186 2.12265525790131 2.7335564360146 1.69755651824144 1.34799750182231 2.76521294011075 1.82788643359817 1.14499620733975 1.6508792794112 2.19401413774011 2.53226607703785 0.20362415113366 2.07439037951793 2.87548858387201
ENSG00000100219 - G2267 XBP1 ENSG00000100219 7494 7494 7494 12.320109074105 12.2986615120933 8.24801799251505 11.9136426609431 7.8844484591584 7.9193771695874 9.51043841579423 12.7560561696286 10.7989982643965 8.81853944242088 7.97651982147422 9.4858781870145 10.6750991256912 10.4310498461896 7.87552313720627 12.9856826244854 10.1011544568704 8.40596182032061 12.1711871209448 12.9604649713607 11.8372475979522 7.31517213638422 12.0969590294293 12.1358379259649 7.28541532069418 10.8884879389862 12.4242317798251 12.1691693564684 9.59915014290575 13.328836973046 12.6253264963679
ENSG00000100711 - G2419 ZFYVE21 ENSG00000100711 79038 79038 79038 7.15207854903544 6.70118817728494 5.62449681191162 6.72437518428791 4.87374836808703 6.02051822443313 5.00764132828657 6.88671719994928 6.00411980847933 6.00319016043833 6.18976264279372 6.89833681537295 7.08447818908445 6.49642157228558 6.01516763062219 7.22450106341773 7.51469999553676 5.90609392447253 7.1810411871004 7.51409307943717 6.21298043681264 5.92826561686819 7.2370798914373 7.14369691403661 6.66620981108449 7.62828604810658 7.7453141661631 7.11533979181601 6.41397839528108 7.51294753027891 7.94009451946427
ENSG00000101850 + G2630 GPR143 ENSG00000101850 4935 4935 4935 6.21682035207233 5.46076331052878 0.829633679179936 3.80451359293627 0.422118156187236 2.69343616919021 1.01347210261573 4.97445409546117 3.72051441323742 0 2.17520182473117 0.144929179359862 3.65854571888389 1.55001690510404 0.600119799454498 4.54241802881086 3.73901793002799 0.713303005593053 4.7238352379134 3.86843669150448 0 1.24191586035951 1.67691370068811 4.30448820757792 1.16991174891304 5.23870066301739 2.08608599185056 5.95669084467595 0 4.13253186302278 4.26605611708881
ENSG00000213204 + G28144 C6orf165 ENSG00000213204 154313 154313 154313 3.85065661548673 2.98945708328793 0.306619373793465 2.64424926819547 2.14814469361191 0.838581394780674 0.185713647428155 3.48499441199408 0.520597073512457 2.25384079411101 0.457331236808417 2.78782292084494 2.87551353238259 0.282843872295663 0.0959380002339595 3.6098482818943 1.86720367741958 0 1.60936128207417 1.21322921414423 0.297440892414694 0.315894686530521 0.807548720115234 1.22260959940924 0.363685559839389 3.15232559488721 3.73491357493834 2.95699155185544 2.04256836308722 2.52898654985393 2.07606743248963
ENSG00000105388 - G3155 CEACAM5 ENSG00000105388 1048 1048 1048 5.212118063611 4.86325809833097 0.0706841945151682 0.771551981504988 0.208918878789885 0.336464798473611 0.237292124318966 6.86534856770936 0.193959717940443 1.52221398885763 1.99507677532701 3.65058541222699 2.64688154435314 1.98303201215828 0.444792128770869 5.75910532583029 6.27624138078536 0.256775817202805 6.80292363982675 0.249943917808687 1.72759777058864 0 6.98777542369679 5.41297674385416 0.662642797700764 3.59678888388628 3.7251718023124 3.87597267943136 1.58387311219145 4.88075808758844 7.16344570163648
ENSG00000109861 - G3789 CTSC ENSG00000109861 1075 1075 1075 5.30620315517182 5.90043696329317 10.0707077171731 5.54191130954302 9.57275865088752 9.91727408386783 8.63857824232682 0.772417066115077 9.09568416043848 9.32029894899098 8.30095960766888 11.3542874200087 7.10645095690121 10.7605754979189 8.52532035056657 5.47888015194002 6.81630776155334 8.96588492893675 6.54334198000925 5.96706355413596 8.85348929361906 9.538765531113 8.07928543235245 6.96586425585491 7.54779719498415 6.04836418339297 6.75317353223962 5.99434996776264 9.4712692992794 6.55257810587191 0.527132773322101
ENSG00000111912 - G4061 ESNA1 ENSG00000111912 135112 NA 135112 3.43992524560997 3.20306356179342 4.96103862503156 4.04320873269528 5.41900434749102 5.70195748037866 6.04516632435785 3.97997579557642 8.07597635793434 4.36135426413912 6.30581024228892 6.89212029331216 3.61412530330535 8.49908250017454 5.00171728395508 4.08152629159133 4.99611250363455 5.9277413633398 3.54840056425546 4.58752917481237 5.27031572005005 6.23953837438879 5.00947332950622 5.63908969085221 5.42970679526315 4.52243839404944 2.34550614313298 3.89786778545643 5.43609683074301 3.7440606531418 2.89571866433418
ENSG00000113494 + G4271 PRLR ENSG00000113494 5618 5618 5618 7.70427401751559 8.05196823946971 3.81717717416359 7.5802453676878 0 4.3622377623202 3.80733849636581 7.54863816384099 5.39588575592586 0 3.01711059863552 4.47127489631611 6.81108833109306 4.88818338083072 0.851386922097127 6.96675440598712 4.53179720080397 1.85005002543063 7.07280476386398 6.31218717773547 6.01690320070104 1.95629837430669 4.26449396878905 3.66418002266908 0.214108910994531 6.94873428784045 9.98891605391342 5.33440895043661 7.37331680026035 6.08311048992138 7.90923530545894
ENSG00000115616 + G4546 SLC9A2 ENSG00000115616 6549 6549 6549 7.16242160659977 5.59814098527455 0 1.03168408940525 0.923493454188359 3.51680260049864 0.163361556120388 6.85002878491221 0 1.33873217654157 0.911754521497563 0 5.15242183173418 0 0.215028247734164 5.47604124058968 2.8203490601357 0 5.8250421640012 3.81058778497975 4.9584506297596 0.588779719353135 4.75849726665138 3.96963095200138 1.08099861947555 4.13456383088214 6.26821219913231 5.73879500217866 3.91292610269014 5.38350251081026 5.10829740131576
ENSG00000116299 + G4648 KIAA1324 ENSG00000116299 57535 57535 57535 8.63089482914545 8.19220457397286 1.09501239279212 9.73125202789601 0.533648267977873 1.64100629619744 1.19057220517022 8.4626529859815 1.28555211090763 1.03006599308188 2.31401150043073 2.61328111028205 7.11243397392521 5.12748017003895 1.17681940354256 9.8661014588052 6.1909808753347 1.9926203700004 9.05188714345432 8.72109704779436 7.86734252722692 0.919160553629284 7.16349988197129 9.7482564392539 1.28109138894405 7.45871392028966 7.26061915650227 7.67550580884681 7.88325853747525 7.84347294034185 7.71103096039914
ENSG00000026652 + G469 AGPAT4 ENSG00000026652 56895 56895 56895 0.404931897631153 0.727148229821375 4.08595830312324 0.158428629964514 4.27958360275674 3.2027911572857 3.43721610199614 0.284934124137533 3.82522907938691 3.1765366152812 1.55645904556308 3.17116082273052 3.36617779358661 3.51299881520419 3.52251323386809 0.0945366078003372 1.54474325968984 4.31857197769464 0.624647617045835 0.114359013807457 1.31483987787877 3.73315703277204 1.41469361840883 0.328783756999365 2.88715500699944 0.349286914930016 1.49617094024018 1.95693703264211 0.248937015597072 1.79390534085569 0.178446321662016
ENSG00000116717 + G4693 GADD45A ENSG00000116717 1647 1647 1647 5.76990687534739 5.42965112336946 9.60287694127487 4.35117548523088 7.56633310468217 8.63333644654504 6.92477780691903 5.53563112752465 9.15443630786385 8.65622078474943 9.90163834590324 7.56899232358263 5.46851741021405 7.12224278081975 9.6732357292252 6.00027437058977 7.51983701101078 7.64124071509262 5.97763945338057 6.54079779046377 6.57492290333774 6.8490986461143 6.62898336105611 8.13468536280699 8.65219325820729 7.10983329190624 4.26400125541093 6.08397058785595 7.76097642711463 6.35866695123938 5.84793089933234
ENSG00000118242 + G4879 MREG ENSG00000118242 55686 55686 55686 6.59129073007513 6.64575847536631 3.90475953747557 6.83662213893351 7.17827977361513 5.76894634294022 4.18742257249144 6.32865669898218 5.38201114349952 6.77833729886909 5.12637246425233 5.45924130917352 5.07680664214866 6.0297627030519 4.25592221371915 8.18673249746327 5.8157764405771 5.1703131821128 6.09174400081423 5.70923251867968 5.84230491790832 4.95985174806865 4.94159957947811 5.88107717753982 5.01390822270705 6.67976271906439 6.53962816341793 6.20811086520198 5.4853534913366 6.15167259058676 6.59108241696795
ENSG00000120262 - G5128 C6orf97 ENSG00000120262 80129 NA 80129 5.14107866813477 4.09632477590501 0 4.12207663108759 0.15008205103612 0 0.321145526586593 5.23923165854429 4.29685019224584 0.0827137391809898 0.156172564129897 0.0951437289463739 0.0971383574630333 0.335278651048697 0.361940304050373 6.36934370399825 0.547797865694338 0.0487681362002855 4.05784300239668 0.26259417662494 0 0 0 0 0.296563753085819 0 4.79025189855928 4.30585074806547 0.0337885044664224 5.69648599851061 0.707823601376046
ENSG00000122735 - G5414 DNAI1 ENSG00000122735 27019 27019 27019 2.7747875763257 3.954304975958 0 2.40182322078147 0.153551059711823 0 0.328143943295809 2.89807771269646 0 0.31241427497402 0 0.355390375227743 1.6864295672081 0.181698817987716 0 0.292577331004198 0.382360492490009 0 4.07199034638597 0.749886783825981 4.11383169782108 1.33164412007945 0.489355488710918 1.85223673269614 0 3.22465743843613 3.39478880681009 3.38147162601173 2.13522989536701 3.7026723445683 1.02766357966447
ENSG00000123066 - G5445 MED13L ENSG00000123066 23389 23389 23389 6.63286108737929 7.87565380592876 6.7682611542219 7.16819441702689 6.74317595402465 7.27662433601681 7.01740563226083 6.97198785908574 6.51084374519455 6.919062063009 7.09221999007298 5.97682546591323 6.47895830733334 6.10946906068976 6.4218997060703 8.2904203172155 7.26674150266322 6.44899685771419 6.652704587388 5.38591465619522 5.42833687227344 5.49082515524472 6.15770979394524 6.14726163845241 5.71604987218248 7.23817389826367 9.07325084312086 6.98886807455144 6.42989047274602 7.93531222170569 6.77043706153257
ENSG00000123191 + G5467 ATP7B ENSG00000123191 540 540 540 7.06435344081228 6.49508090648291 3.53286817561215 6.78149504640007 0.600542494347544 3.8548121758135 2.26377398120078 6.33350173383299 4.37399926700462 2.04473190138816 1.7852181589889 3.31759754315101 5.53410217725315 0.443958149834962 1.00794380031827 4.63008286141421 5.17013541000262 2.10005403195239 6.91809914870614 3.26382389234066 4.12664233940027 3.55939406199379 3.59659556751103 4.41670348342106 1.76598262727942 3.31281489854203 3.9755894599161 7.85092464815357 5.57534146978905 5.71200188950636 4.69702213460239
ENSG00000124126 - G5567 PREX1 ENSG00000124126 57580 57580 57580 8.80595145555734 10.4089355484039 0.22186351788619 6.81013310380273 0.118195297992206 4.48046284464909 5.65587439808715 6.61144957011976 5.8228899943742 5.99249270884449 4.71980112054334 2.90747200068791 3.88838420153505 0.140171912439699 6.4914752880186 9.60084195447035 6.74154450610995 0.458896162642618 8.67454563260552 4.2039668804889 9.50721668864109 2.34451587766039 7.37939570697177 4.47176907278888 5.18276338192157 7.40446529024959 10.2262529086181 10.0827790775645 8.31804827476033 10.6766868586308 9.47026696229087
ENSG00000124507 + G5648 PACSIN1 ENSG00000124507 29993 29993 29993 4.29165816956059 6.4820026978598 0.0626566627039938 5.9465678597821 0 2.16355982210418 0.731206868291127 5.08383553998195 0.0575904854155319 3.97727679933355 5.39159027146021 0.588432657241612 5.24673709582387 1.61319183964315 0.498180008676186 5.90066735542814 6.35491380503813 0 4.1301940148508 2.64539415457584 5.0322455588828 1.30632060848333 3.37935609717799 3.38929855535948 2.82284440961808 3.32573846276591 7.51871512742084 6.40674154021415 4.76824381053664 4.2157492955748 3.33767226188967
ENSG00000124713 + G5685 GNMT ENSG00000124713 27232 27232 27232 5.23087718644195 4.64341761994446 2.93924504756747 4.20365637208016 1.77061016517212 2.2946699286856 2.089361448194 5.36007158830003 1.55681199138051 1.29009150056028 2.99554077603103 1.32054933830481 5.33514498130954 1.89663892793713 2.65708081969175 3.87041341518912 3.50366431278477 0.592623532500788 6.58288310058645 6.90067860294258 2.51578758618694 1.05788689487072 2.86240661066598 2.43313646785718 1.70781916142974 3.61039645591725 7.36244226193296 5.72181775323316 2.17849195587242 5.82467346711616 4.10494095592788
ENSG00000129295 - G6263 LRRC6 ENSG00000129295 23639 23639 23639 2.99564954298792 5.04828257767683 0.635856643185868 2.96562057810023 1.43053448422056 0.25056732179767 1.18163860829151 2.86003988182443 1.2767336924871 1.96738527062707 1.37365225154325 2.8052823660498 1.23000345977527 0.139228147662991 0.470897050184993 3.43456241279615 2.22050094986552 1.43373976601995 1.40556995578529 1.95258662546616 0 0.299272515669374 0.233238543331299 2.45750370018661 0.438599191901179 2.87432502970504 2.95399012241355 2.40273952427614 0 3.98794887075843 3.10674086010526
ENSG00000134240 + G7014 HMGCS2 ENSG00000134240 3158 3158 3158 9.5646542555176 0 0 2.02951595136726 0 0 0.279493422702252 6.51976335612887 0 0 0.667340771266504 0 3.19844244949258 0 0 1.20159158858203 4.14941963104852 1.55855299520915 8.55547459688669 0 3.62667575663686 0 5.83630969932692 4.25655213544879 0 4.68025133916492 5.02642744527617 7.57990949216589 2.16355032326219 4.8179482577514 6.3247108640854
ENSG00000134830 + G7128 GPR77 ENSG00000134830 27202 NA 27202 4.64094623302211 6.78867391434373 0 6.90431132027868 3.23144089164498 0 0 5.55878588550822 0 0 0 0 0.67971317605611 0.18853641117099 1.14294543302398 5.6392397439984 3.96821021492386 1.1191937740946 6.09500663379822 0 1.15126459982492 4.68798653594173 0.569078939502856 2.82390365407896 1.791103317367 3.24905103879339 7.46516421858348 7.95469214105607 2.88348084653434 5.40552611435972 5.23022422686185
ENSG00000134871 + G7133 COL4A2 ENSG00000134871 1284 1284 1284 2.38756635059863 0.645122310860987 9.42650484899532 0.685790099013779 2.99631637067844 8.46160122344951 7.45542151440058 0.843603248432905 6.91941628807133 8.69259633476268 7.75569827490157 3.84354871180325 2.76821158517662 1.35106033896031 10.3648115732201 0.472190087655385 4.80863866084546 7.47133974812332 2.14612295006999 2.6113387791577 4.41168636432649 9.03232277995937 2.42557245942382 3.42620851819885 8.55851106125966 1.51967700802665 0.83869788303454 1.6214302511775 1.99824139467899 1.52798862410357 1.46678795527342
ENSG00000135097 - G7173 MSI1 ENSG00000135097 4440 4440 4440 5.20300257503914 6.84140766442808 3.43715857209456 0.415299886857075 1.243097808017 2.75169771328034 0.850041970530888 4.64424013143711 2.87916285183665 1.5251826672631 4.19378139269223 2.30274630429619 1.1036184882737 0.302645434974731 0 5.77020854434152 5.73077429353301 0 5.02415862615395 0 0 0.17984994176029 0.379880629116035 2.99369441829634 0.945263348309616 1.35529252638808 5.82805475086671 4.41261074146764 0.444486700349064 5.00503743451035 1.14265000549754
ENSG00000135392 + G7229 DNAJC14 ENSG00000135392 85406 85406 85406 7.18794916750817 7.9128818653664 7.00198159191241 8.10747626741077 7.00704942703555 6.16243615054406 6.24973766429223 6.97193438177917 5.96497965752353 7.35601710344402 6.53376473494479 6.71015350542221 7.38780576673689 7.01015886618607 6.78353898214343 7.93809369346697 6.97130570582094 7.1825571178585 7.56462287039603 7.41172124490074 7.03113790671316 6.33894470486008 7.22079078435656 7.02130400289807 6.92670577324814 7.36921952034048 8.54457603300966 7.9451650487626 6.83361942557171 7.36191594203771 7.12561926278133
ENSG00000135773 + G7308 CAPN9 ENSG00000135773 10753 10753 10753 3.5346722426758 3.55983806946179 0 1.0939058236172 1.78163689695985 0.312686769333468 0.321137491127357 6.62643234849599 0.180387816777687 0 0.547812956424276 0.428028993586695 2.26056386691154 0.48368220218927 0.586269309224544 2.91983384248175 3.41623744682008 0 6.92133837453729 2.48024368647192 2.44836632954424 0 4.5568521036548 3.28661439619142 0 2.80857177415994 4.43826666533517 4.28018736900554 2.11506347894644 5.31158496016955 5.64001419719046
ENSG00000136883 - G7534 KIF12 ENSG00000136883 113220 113220 113220 3.8165353719497 7.49990689440305 0 7.24574070005871 0 0.520450054517537 0.375134067813922 6.25197922373407 4.73562313710458 1.17956939843072 2.34170545879197 1.70139795301702 2.25141695463084 3.05328384949292 0.993406606178315 5.3556885715428 0.770379773399595 1.94822543691264 7.95742809001251 0 4.59965830787003 0.760280037619326 2.5802306242477 6.337838809635 2.35891986131909 4.8513302529448 2.67827957333017 9.3482431790879 5.9357399799802 8.06476746200428 7.22716997213358
ENSG00000055163 + G764 CYFIP2 ENSG00000055163 26999 26999 26999 7.91628252248889 6.88749649391464 1.48362131649003 8.08044649003208 7.99590540758548 5.69592114493748 1.06180503965764 4.39670636368649 5.47304024149013 1.87160112445202 1.45158274272641 3.15079207515002 1.3056482009716 0.131452159958418 2.06226359657892 5.855589084251 3.8462615865007 2.46802041119164 6.84211879920275 5.11196253827085 6.23104080484819 1.86809158237701 5.05542906965186 2.10439150523988 0.116981689656253 7.10481717522693 6.89228618197744 7.60924143924745 5.49373330668171 6.46609509156065 5.19939376288524
ENSG00000139219 + G7975 COL2A1 ENSG00000139219 1280 1280 1280 2.40467769163302 1.09744390032548 0 0.295290275713852 0.28880376984303 0 0.111948286954568 0.52072567979104 0 0.237479697423399 0.0810384982087351 0.723720031009145 0.194915723217415 0 0 1.64879740632842 4.43220955745981 0 2.32775804780531 0.952679825901643 0 0.285772033012418 0 0 0.158473750688773 3.56043452330131 1.35943113209032 2.92433738212704 1.97104178352926 0.0726418365546235 2.20984502593711
ENSG00000141232 - G8267 TOB1 ENSG00000141232 10140 10140 10140 11.2823749514953 11.005605661374 6.73176061776879 9.98700347264855 6.95041969491809 8.01307450551375 7.58519022120192 11.2833668516296 10.0641721999048 7.83926856621532 8.49106214508409 9.07130693146853 12.0112402010012 8.54152900224112 5.07889858635256 11.2905665895478 8.90763297077272 7.52595436507178 11.1916101996757 10.4408949677565 9.78247251602668 7.13554522582895 9.290171277449 8.13573234090046 7.99359112285743 9.50906547443877 11.1228765246925 10.2342740981077 10.1403612538339 10.5128351137344 11.236718573798
ENSG00000141376 - G8285 BCAS3 ENSG00000141376 54828 54828 54828 6.89241255613279 6.14758489564174 4.02505534033231 6.36846480418831 4.14525892236669 4.01499299758861 4.62228039475741 5.60878468856267 5.59219687770207 2.90981892974352 4.21148203892849 4.36328523571796 6.09217651302945 4.707396856271 4.56013104794502 10.3920200188317 4.91690007014666 5.3889604386737 5.47883305659817 5.81480034477125 3.99922236692522 3.71470707668104 4.18693144877027 6.62106958400029 5.27311696409502 7.19717502015133 6.42449443762499 6.28602081850224 4.73814727140002 5.62769078041005 6.90147955302729
ENSG00000141977 + G8382 CIB3 ENSG00000141977 117286 117286 117286 2.1565935321318 3.34602295683281 0 1.97641537248899 0 0 0.987066004602769 4.52613889218949 0 0 1.22969350606648 0.343178007889788 1.71265879568205 0.600410861406245 0 3.99189286701981 0 0 3.03129494461478 1.85653935289471 0.442302419653811 0 0.917009098756848 0 0 2.5230499400543 2.1094209866325 5.69167780465794 3.40853829812559 3.33319808355562 1.99013325443784
ENSG00000143412 + G8587 ANXA9 ENSG00000143412 8416 8416 8416 3.79942642521469 8.84309980469154 0.891023366537683 8.23445748789436 3.06109264750383 0.792082566868424 1.15356149832627 6.90571757916441 3.59061432503184 2.93248143750984 2.86191537375103 5.3518371619977 7.34947290495163 5.16263844400984 0.168715047942554 9.14623284970371 6.74550837012372 1.50878539111496 7.89650844247242 7.60470271771716 5.76023378544232 3.36508323859063 5.87540577733682 5.54945177286579 4.86052043994568 5.82406714236917 8.35669859265234 9.0064267487505 6.92436794221603 7.7033624561362 7.2105280703142
ENSG00000144218 + G8740 AFF3 ENSG00000144218 3899 3899 3899 4.86211843180329 7.32999896596805 5.4881229938247 6.89208092116402 5.69770463648598 0.586241732694377 3.25401212868293 3.53445748983699 2.25443813417739 0.197394561632244 0.194603089262199 0.0306282053810653 0.862844055007396 0.2936463231393 4.3983734476106 3.67296949173158 0.999389697778296 0.845655085817238 5.901655399523 1.94097659781431 0 1.96080061616062 1.31962764282308 0.464957099612564 0.284376894556061 5.07118572903223 6.25482427593094 3.87181167406154 0.407221873917466 2.37466174623163 5.11378890543225
ENSG00000144711 - G8811 IQSEC1 ENSG00000144711 9922 9922 9922 6.73525125010918 6.94923781235741 6.50176274458689 6.72134856016643 5.55102134245597 6.42427445131254 5.91196339606355 8.04722053582442 7.02971220434307 5.8618477309572 7.03698842739024 6.24494706006667 6.10719355936487 5.25327921444078 6.56244097330981 6.73564344961635 7.59909693656974 6.02033442677085 7.10734049922035 6.98025435700456 6.6243684976755 5.97858290849017 5.6473547716765 6.59633497000133 5.36622877752928 7.15388643321048 7.3043467919273 7.90631986995004 6.68507721746584 6.96625504205353 8.09636568872056
ENSG00000145431 - G8912 PDGFC ENSG00000145431 56034 56034 56034 3.55284449989263 2.5955705925526 6.53125528321964 2.80751576592132 7.241947565163 6.01533350956966 6.27195715078653 4.41074879335842 4.06814721645176 5.57261123583908 4.13795049001477 7.306788087235 4.56303996280404 6.41636929299501 5.63668897511256 1.33531070998353 4.8223406693819 8.15183009036674 3.46978594318127 3.53026537954059 2.28184609486579 5.77880454795358 5.90312522078407 7.41523203518582 6.35737231938965 4.94659567308956 4.3287756947551 0.118632424298716 4.26591913846756 3.87149527974724 2.50198523472111
ENSG00000146038 - G8999 DCDC2 ENSG00000146038 51473 51473 51473 2.00125201522882 4.30163286479294 0.545526204652301 3.86403652487806 1.46285660510158 0.259349420484991 0.284194501681598 3.41171105233832 0.434838716571381 1.36132333927613 1.95368699870163 0.28049230435453 0.882555061178116 0 0.123078291340275 5.07297807805647 2.66496012200356 0 2.83022662055958 0 1.16023006559753 0 3.4460758484719 3.07561546676399 0 0.229011627368464 4.89258039580011 4.93376642845117 0.174499288921914 3.49358284867661 1.76940135798508
ENSG00000146112 + G9015 KIAA1949 ENSG00000146112 170954 NA 170954 5.39687903374582 5.27056668432544 7.9331032684402 6.94510295263246 7.42836514693652 7.7242021975037 7.48842785129281 4.22013806219957 6.29073957535171 7.96672080476628 6.77995963172872 6.50012770954846 6.47984053390063 6.84236066672299 8.63982522766304 6.05565116239279 6.74208369498234 8.18086506612738 6.08610513639854 5.94715565629325 6.04137820383725 7.09720893440034 5.72290975367463 6.16236536499978 8.08609184283841 5.9580852013732 4.80231451544096 4.51409180580077 5.84923314587593 5.59765424380494 3.7408825473585
ENSG00000146476 + G9064 C6orf211 ENSG00000146476 79624 79624 79624 7.71019785007522 8.49431723952993 6.01717945450828 8.4577007601288 6.27759112401993 4.65119194713491 5.99542763982991 7.44250822218892 6.35604687674294 6.01243783895865 3.53612585960022 6.61835639568579 4.56174041097294 6.51751537412839 5.21076463438629 9.34096746529887 5.71259249917319 6.72054177330137 8.18124013798503 4.7511004379193 6.44108609722979 4.21848660132504 5.22742771729977 5.22314700116406 5.37221107358314 6.26882946362923 6.59690052541057 6.42896951727638 5.57036607489029 7.04982322351929 6.28387766857384
ENSG00000064787 + G920 BCAS1 ENSG00000064787 8537 8537 8537 11.0683400513705 7.15045399504726 0.930319217597213 5.60997506180095 0.500352819545973 1.12695738287413 1.64000593677463 10.7186485874053 0.256527990645509 0.51931552439348 2.33654307662361 4.09227504881852 7.44864638121249 1.83817849608458 0.95512453002283 6.95701502909362 6.12216087506274 0.832473186267687 6.12337050940543 2.18103393690018 9.40611741093218 0.40769228183705 5.67998842824242 7.32274912719926 1.98845100316062 4.61126433111905 6.11877760355089 8.18499743612421 7.96153821769577 7.22710203894138 10.7575158821761
ENSG00000148841 - G9366 ITPRIP ENSG00000148841 85450 85450 85450 3.24040702421426 2.62797800972607 7.1608810750677 2.35161873432914 5.60786747346163 4.7252805231056 5.93942134368702 4.30644124792699 5.09564650651907 6.30159477972671 5.32000084018423 6.44287121872461 3.71661849660817 6.12550764995333 7.99786672292162 3.10230410533532 5.70211265377892 7.28298405167357 4.23208090761951 2.90121987250664 4.540262209237 5.11963850303241 5.48251832271345 5.59882716815629 5.90506580296092 5.47702776806954 3.54931040481695 3.70249941882855 5.69635646191162 3.39324811140801 3.73841533173364
ENSG00000151303 + G9614 AGAP11 ENSG00000151303 NA 119385 119385 4.21204733733232 3.89976240958298 1.57017556234218 3.64423222821959 1.90769081435675 3.62922189266439 0.600630012855905 5.01944998451128 3.47127283877765 3.0434475505903 1.00069147438517 0 2.0342131662809 1.53459168409595 1.93233729085092 1.72546844531593 4.20330739008704 2.5714851506507 4.24050696606746 1.94570666994002 2.45667898146303 1.69981131979732 0.651027498946916 3.2795031218592 1.59863342937712 4.1118705050038 3.92248816035322 6.70448885624279 3.11633144850144 2.8735572291529 4.59107912524407
